"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","model"
0.660086090681264,0.526349470621433,7.05795173991569,4.93571686188837,2.35590336190584e-07,24,-275.31667660861,602.633353217219,666.44638291981,3038.69564854171,61,86,"additive"
1,1,5.99439587916495e-12,3.14920066332081e+24,1.55210264749877e-73,79,2214.719427591,-4267.43885518201,-4068.63672418548,2.15596691736899e-22,6,86,"multiplicative"
