n_tokens_before_exclusions,n_after_unreasonable,n_after_ageNAs,n_after_age72mo,unreasonable,missing_age,Over72mo,n_chi_total,n_chi_unreasonble,n_chi_ageNAs,n_chi_age72over
17898672,17898663,16783961,16294147,9,1114702,489814,1254,1254,1250,1151
