initial,after_unintels,after_babbles,after_nas,after_age,unintelligible,babbles,missing,age,n_chi_total,n_chi_unintels,n_chi_babble,n_chi_nas,n_chi_age
17898672,17411335,17898663,16783961,16294147,487337,-487328,1114702,489814,1254,1249,1254,1250,1151
